NCBI,Name,FullName,FullNCBI
2831,Ezakiella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Ezakiella,1;3;52;202;459;862;2831
2838,Soehngenia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Soehngenia,1;3;52;202;459;862;2838
2841,Tissierella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Tissierella,1;3;52;202;459;862;2841
855,Christensenellaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Christensenellaceae,1;3;52;202;459;855
2785,Christensenella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Christensenellaceae;G__Christensenella,1;3;52;202;459;855;2785
871,Eubacteriaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae,1;3;52;202;459;871
2861,Eubacterium,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae;G__Eubacterium,1;3;52;202;459;871;2861
2857,Acetobacterium,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae;G__Acetobacterium,1;3;52;202;459;871;2857
2860,Anaerofustis,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae;G__Anaerofustis,1;3;52;202;459;871;2860
876,Peptococcaceae 1,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1,1;3;52;202;459;876
2921,unclassified_Peptococcaceae 1,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1;F1__unclassified_Peptococcaceae 1,1;3;52;202;459;876;2921
2917,Desulfosporosinus,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1;G__Desulfosporosinus,1;3;52;202;459;876;2917
2918,Peptococcus,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1;G__Peptococcus,1;3;52;202;459;876;2918
857,Clostridiaceae 2,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 2,1;3;52;202;459;857
2799,Anaerovirgula,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 2;G__Anaerovirgula,1;3;52;202;459;857;2799
2802,Tindallia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 2;G__Tindallia,1;3;52;202;459;857;2802
854,Catabacteriaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Catabacteriaceae,1;3;52;202;459;854
2784,Catabacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Catabacteriaceae;G__Catabacter,1;3;52;202;459;854;2784
866,Clostridiales_Incertae Sedis XVI,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVI,1;3;52;202;459;866
2851,Carboxydocella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVI;G__Carboxydocella,1;3;52;202;459;866;2851
877,Peptococcaceae 2,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 2,1;3;52;202;459;877
2923,Desulfotomaculum,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 2;G__Desulfotomaculum,1;3;52;202;459;877;2923
2925,Pelotomaculum,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 2;G__Pelotomaculum,1;3;52;202;459;877;2925
863,Clostridiales_Incertae Sedis XII,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XII,1;3;52;202;459;863
2844,Fusibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XII;G__Fusibacter,1;3;52;202;459;863;2844
2846,unclassified_Clostridiales_Incertae Sedis XII,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XII;F1__unclassified_Clostridiales_Incertae Sedis XII,1;3;52;202;459;863;2846
883,Vallitalea,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;G__Vallitalea,1;3;52;202;459;883
859,Clostridiaceae 4,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 4,1;3;52;202;459;859
2810,Anaerosolibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 4;G__Anaerosolibacter,1;3;52;202;459;859;2810
2815,unclassified_Clostridiaceae 4,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 4;F1__unclassified_Clostridiaceae 4,1;3;52;202;459;859;2815
872,Gracilibacteraceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Gracilibacteraceae,1;3;52;202;459;872
2865,Gracilibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Gracilibacteraceae;G__Gracilibacter,1;3;52;202;459;872;2865
858,Clostridiaceae 3,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 3,1;3;52;202;459;858
2804,Brassicibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiaceae 3;G__Brassicibacter,1;3;52;202;459;858;2804
882,Syntrophomonadaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Syntrophomonadaceae,1;3;52;202;459;882
2972,Syntrophomonas,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Syntrophomonadaceae;G__Syntrophomonas,1;3;52;202;459;882;2972
463,unclassified_Clostridia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;C1__unclassified_Clostridia,1;3;52;202;463
462,Thermoanaerobacterales,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales,1;3;52;202;462
891,Thermodesulfobiaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermodesulfobiaceae,1;3;52;202;462;891
3013,Coprothermobacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermodesulfobiaceae;G__Coprothermobacter,1;3;52;202;462;891;3013
890,Thermoanaerobacteraceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermoanaerobacteraceae,1;3;52;202;462;890
3012,unclassified_Thermoanaerobacteraceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermoanaerobacteraceae;F1__unclassified_Thermoanaerobacteraceae,1;3;52;202;462;890;3012
460,Halanaerobiales,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales,1;3;52;202;460
886,Halanaerobiaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;F__Halanaerobiaceae,1;3;52;202;460;886
2977,Halanaerobium,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;F__Halanaerobiaceae;G__Halanaerobium,1;3;52;202;460;886;2977
206,unclassified_Firmicutes,R__root;D__Bacteria;P__Firmicutes;P1__unclassified_Firmicutes,1;3;52;206
204,Negativicutes,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes,1;3;52;204
465,Selenomonadales,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales,1;3;52;204;465
895,Veillonellaceae,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae,1;3;52;204;465;895
3064,Veillonella,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Veillonella,1;3;52;204;465;895;3064
3051,Megamonas,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Megamonas,1;3;52;204;465;895;3051
3050,Dialister,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Dialister,1;3;52;204;465;895;3050
3065,unclassified_Veillonellaceae,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;F1__unclassified_Veillonellaceae,1;3;52;204;465;895;3065
3052,Megasphaera,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Megasphaera,1;3;52;204;465;895;3052
3040,Psychrosinus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Psychrosinus,1;3;52;204;465;895;3040
3055,Pectinatus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Pectinatus,1;3;52;204;465;895;3055
894,Acidaminococcaceae,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Acidaminococcaceae,1;3;52;204;465;894
3034,Phascolarctobacterium,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Acidaminococcaceae;G__Phascolarctobacterium,1;3;52;204;465;894;3034
18,Actinobacteria,R__root;D__Bacteria;P__Actinobacteria,1;3;18
123,Actinobacteria,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria,1;3;18;123
294,Actinobacteridae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae,1;3;18;123;294
514,Actinomycetales,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales,1;3;18;123;294;514
1048,Micrococcineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae,1;3;18;123;294;514;1048
3112,Micrococcaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae,1;3;18;123;294;514;1048;3112
3377,Rothia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Rothia,1;3;18;123;294;514;1048;3112;3377
3373,Kocuria,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Kocuria,1;3;18;123;294;514;1048;3112;3373
3368,Arthrobacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Arthrobacter,1;3;18;123;294;514;1048;3112;3368
3374,Micrococcus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Micrococcus,1;3;18;123;294;514;1048;3112;3374
3382,unclassified_Micrococcaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;F1__unclassified_Micrococcaceae,1;3;18;123;294;514;1048;3112;3382
3375,Nesterenkonia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Nesterenkonia,1;3;18;123;294;514;1048;3112;3375
3371,Enteractinococcus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Enteractinococcus,1;3;18;123;294;514;1048;3112;3371
3378,Sinomonas,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Sinomonas,1;3;18;123;294;514;1048;3112;3378
3372,Garicola,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Garicola,1;3;18;123;294;514;1048;3112;3372
3367,Acaricomes,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Acaricomes,1;3;18;123;294;514;1048;3112;3367
3380,Yaniella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Yaniella,1;3;18;123;294;514;1048;3112;3380
3118,unclassified_Micrococcineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;O2__unclassified_Micrococcineae,1;3;18;123;294;514;1048;3118
3103,Brevibacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Brevibacteriaceae,1;3;18;123;294;514;1048;3103
3259,Brevibacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Brevibacteriaceae;G__Brevibacterium,1;3;18;123;294;514;1048;3103;3259
3111,Microbacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae,1;3;18;123;294;514;1048;3111
3366,unclassified_Microbacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;F1__unclassified_Microbacteriaceae,1;3;18;123;294;514;1048;3111;3366
3347,Microbacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Microbacterium,1;3;18;123;294;514;1048;3111;3347
3318,Agromyces,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Agromyces,1;3;18;123;294;514;1048;3111;3318
3359,Rhodoluna,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Rhodoluna,1;3;18;123;294;514;1048;3111;3359
3327,Curtobacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Curtobacterium,1;3;18;123;294;514;1048;3111;3327
3323,Clavibacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Clavibacter,1;3;18;123;294;514;1048;3111;3323
3344,Leucobacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Leucobacter,1;3;18;123;294;514;1048;3111;3344
3343,Leifsonia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Leifsonia,1;3;18;123;294;514;1048;3111;3343
3326,Cryobacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Microbacteriaceae;G__Cryobacterium,1;3;18;123;294;514;1048;3111;3326
3109,Intrasporangiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae,1;3;18;123;294;514;1048;3109
3300,Janibacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Janibacter,1;3;18;123;294;514;1048;3109;3300
3314,unclassified_Intrasporangiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;F1__unclassified_Intrasporangiaceae,1;3;18;123;294;514;1048;3109;3314
3313,Tetrasphaera,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Tetrasphaera,1;3;18;123;294;514;1048;3109;3313
3299,Intrasporangium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Intrasporangium,1;3;18;123;294;514;1048;3109;3299
3307,Ornithinimicrobium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Ornithinimicrobium,1;3;18;123;294;514;1048;3109;3307
3312,Terracoccus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Terracoccus,1;3;18;123;294;514;1048;3109;3312
3308,Oryzihumus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Oryzihumus,1;3;18;123;294;514;1048;3109;3308
3113,Micrococcineae_incertae_sedis,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcineae_incertae_sedis,1;3;18;123;294;514;1048;3113
3383,Luteimicrobium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcineae_incertae_sedis;G__Luteimicrobium,1;3;18;123;294;514;1048;3113;3383
3104,Cellulomonadaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Cellulomonadaceae,1;3;18;123;294;514;1048;3104
3263,Cellulomonas,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Cellulomonadaceae;G__Cellulomonas,1;3;18;123;294;514;1048;3104;3263
3262,Actinotalea,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Cellulomonadaceae;G__Actinotalea,1;3;18;123;294;514;1048;3104;3262
3106,Dermabacteraceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermabacteraceae,1;3;18;123;294;514;1048;3106
3272,Brachybacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermabacteraceae;G__Brachybacterium,1;3;18;123;294;514;1048;3106;3272
3276,unclassified_Dermabacteraceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermabacteraceae;F1__unclassified_Dermabacteraceae,1;3;18;123;294;514;1048;3106;3276
3273,Dermabacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermabacteraceae;G__Dermabacter,1;3;18;123;294;514;1048;3106;3273
3107,Dermacoccaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermacoccaceae,1;3;18;123;294;514;1048;3107
3281,Dermacoccus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermacoccaceae;G__Dermacoccus,1;3;18;123;294;514;1048;3107;3281
3287,unclassified_Dermacoccaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Dermacoccaceae;F1__unclassified_Dermacoccaceae,1;3;18;123;294;514;1048;3107;3287
3114,Promicromonosporaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Promicromonosporaceae,1;3;18;123;294;514;1048;3114
3384,Cellulosimicrobium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Promicromonosporaceae;G__Cellulosimicrobium,1;3;18;123;294;514;1048;3114;3384
3391,unclassified_Promicromonosporaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Promicromonosporaceae;F1__unclassified_Promicromonosporaceae,1;3;18;123;294;514;1048;3114;3391
1043,Corynebacterineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae,1;3;18;123;294;514;1043
3086,Mycobacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Mycobacteriaceae,1;3;18;123;294;514;1043;3086
3214,Mycobacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Mycobacteriaceae;G__Mycobacterium,1;3;18;123;294;514;1043;3086;3214
3083,Corynebacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Corynebacteriaceae,1;3;18;123;294;514;1043;3083
3207,Corynebacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Corynebacteriaceae;G__Corynebacterium,1;3;18;123;294;514;1043;3083;3207
3209,unclassified_Corynebacteriaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Corynebacteriaceae;F1__unclassified_Corynebacteriaceae,1;3;18;123;294;514;1043;3083;3209
3208,Turicella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Corynebacteriaceae;G__Turicella,1;3;18;123;294;514;1043;3083;3208
3087,Nocardiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Nocardiaceae,1;3;18;123;294;514;1043;3087
3223,unclassified_Nocardiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Nocardiaceae;F1__unclassified_Nocardiaceae,1;3;18;123;294;514;1043;3087;3223
3218,Nocardia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Nocardiaceae;G__Nocardia,1;3;18;123;294;514;1043;3087;3218
3219,Rhodococcus,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Nocardiaceae;G__Rhodococcus,1;3;18;123;294;514;1043;3087;3219
3090,unclassified_Corynebacterineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;O2__unclassified_Corynebacterineae,1;3;18;123;294;514;1043;3090
3085,Dietziaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Dietziaceae,1;3;18;123;294;514;1043;3085
3211,Dietzia,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Corynebacterineae;F__Dietziaceae;G__Dietzia,1;3;18;123;294;514;1043;3085;3211
1054,unclassified_Actinomycetales,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__unclassified_Actinomycetales,1;3;18;123;294;514;1054
