NCBI,Name,FullName,FullNCBI
1227,Capnocytophaga,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Capnocytophaga,1;3;21;139;309;552;1227
1230,Chryseobacterium,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Chryseobacterium,1;3;21;139;309;552;1230
1312,Salinimicrobium,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Salinimicrobium,1;3;21;139;309;552;1312
1232,Cloacibacterium,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Cloacibacterium,1;3;21;139;309;552;1232
551,Cryomorphaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Cryomorphaceae,1;3;21;139;309;551
1203,Crocinitomix,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Cryomorphaceae;G__Crocinitomix,1;3;21;139;309;551;1203
554,unclassified_Flavobacteriales,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;O1__unclassified_Flavobacteriales,1;3;21;139;309;554
138,Cytophagia,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia,1;3;21;138
308,Cytophagales,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales,1;3;21;138;308
550,unclassified_Cytophagales,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;O1__unclassified_Cytophagales,1;3;21;138;308;550
544,Cyclobacteriaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cyclobacteriaceae,1;3;21;138;308;544
1134,Algoriphagus,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cyclobacteriaceae;G__Algoriphagus,1;3;21;138;308;544;1134
546,Flammeovirgaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Flammeovirgaceae,1;3;21;138;308;546
1200,unclassified_Flammeovirgaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Flammeovirgaceae;F1__unclassified_Flammeovirgaceae,1;3;21;138;308;546;1200
1184,Flammeovirga,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Flammeovirgaceae;G__Flammeovirga,1;3;21;138;308;546;1184
545,Cytophagaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cytophagaceae,1;3;21;138;308;545
1161,Hymenobacter,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cytophagaceae;G__Hymenobacter,1;3;21;138;308;545;1161
140,Sphingobacteriia,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia,1;3;21;140
310,Sphingobacteriales,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales,1;3;21;140;310
558,Chitinophagaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae,1;3;21;140;310;558
1379,unclassified_Chitinophagaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;F1__unclassified_Chitinophagaceae,1;3;21;140;310;558;1379
1376,Terrimonas,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Terrimonas,1;3;21;140;310;558;1376
1373,Sediminibacterium,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Sediminibacterium,1;3;21;140;310;558;1373
560,Sphingobacteriaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Sphingobacteriaceae,1;3;21;140;310;560
1389,Sphingobacterium,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Sphingobacteriaceae;G__Sphingobacterium,1;3;21;140;310;560;1389
556,Saprospiraceae,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Saprospiraceae,1;3;21;140;310;556
1349,Phaeodactylibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Saprospiraceae;G__Phaeodactylibacter,1;3;21;140;310;556;1349
561,unclassified_Sphingobacteriales,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;O1__unclassified_Sphingobacteriales,1;3;21;140;310;561
141,unclassified_Bacteroidetes,R__root;D__Bacteria;P__Bacteroidetes;P1__unclassified_Bacteroidetes,1;3;21;141
67,unclassified_Bacteria,R__root;D__Bacteria;D1__unclassified_Bacteria,1;3;67
49,Candidatus Saccharibacteria,R__root;D__Bacteria;P__Candidatus Saccharibacteria,1;3;49
196,Saccharibacteria_genera_incertae_sedis,R__root;D__Bacteria;P__Candidatus Saccharibacteria;G__Saccharibacteria_genera_incertae_sedis,1;3;49;196
33,Gemmatimonadetes,R__root;D__Bacteria;P__Gemmatimonadetes,1;3;33
165,Gemmatimonadetes,R__root;D__Bacteria;P__Gemmatimonadetes;C__Gemmatimonadetes,1;3;33;165
341,Gemmatimonadales,R__root;D__Bacteria;P__Gemmatimonadetes;C__Gemmatimonadetes;O__Gemmatimonadales,1;3;33;165;341
597,Gemmatimonadaceae,R__root;D__Bacteria;P__Gemmatimonadetes;C__Gemmatimonadetes;O__Gemmatimonadales;F__Gemmatimonadaceae,1;3;33;165;341;597
1470,Gemmatimonas,R__root;D__Bacteria;P__Gemmatimonadetes;C__Gemmatimonadetes;O__Gemmatimonadales;F__Gemmatimonadaceae;G__Gemmatimonas,1;3;33;165;341;597;1470
25,Chloroflexi,R__root;D__Bacteria;P__Chloroflexi,1;3;25
149,Chloroflexia,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia,1;3;25;149
318,Chloroflexales,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales,1;3;25;149;318
572,Chloroflexineae,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae,1;3;25;149;318;572
1418,Chloroflexaceae,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Chloroflexaceae,1;3;25;149;318;572;1418
3150,Roseiflexus,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Chloroflexaceae;G__Roseiflexus,1;3;25;149;318;572;1418;3150
319,Herpetosiphonales,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Herpetosiphonales,1;3;25;149;319
573,Herpetosiphonaceae,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Herpetosiphonales;F__Herpetosiphonaceae,1;3;25;149;319;573
1421,Herpetosiphon,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Herpetosiphonales;F__Herpetosiphonaceae;G__Herpetosiphon,1;3;25;149;319;573;1421
154,unclassified_Chloroflexi,R__root;D__Bacteria;P__Chloroflexi;P1__unclassified_Chloroflexi,1;3;25;154
145,Dehalococcoidetes,R__root;D__Bacteria;P__Chloroflexi;C__Dehalococcoidetes,1;3;25;145
314,Dehalogenimonas,R__root;D__Bacteria;P__Chloroflexi;C__Dehalococcoidetes;G__Dehalogenimonas,1;3;25;145;314
146,Anaerolineae,R__root;D__Bacteria;P__Chloroflexi;C__Anaerolineae,1;3;25;146
315,Anaerolineales,R__root;D__Bacteria;P__Chloroflexi;C__Anaerolineae;O__Anaerolineales,1;3;25;146;315
569,Anaerolineaceae,R__root;D__Bacteria;P__Chloroflexi;C__Anaerolineae;O__Anaerolineales;F__Anaerolineaceae,1;3;25;146;315;569
1413,unclassified_Anaerolineaceae,R__root;D__Bacteria;P__Chloroflexi;C__Anaerolineae;O__Anaerolineales;F__Anaerolineaceae;F1__unclassified_Anaerolineaceae,1;3;25;146;315;569;1413
151,Ktedonobacteria,R__root;D__Bacteria;P__Chloroflexi;C__Ktedonobacteria,1;3;25;151
323,Ktedonobacterales,R__root;D__Bacteria;P__Chloroflexi;C__Ktedonobacteria;O__Ktedonobacterales,1;3;25;151;323
578,unclassified_Ktedonobacterales,R__root;D__Bacteria;P__Chloroflexi;C__Ktedonobacteria;O__Ktedonobacterales;O1__unclassified_Ktedonobacterales,1;3;25;151;323;578
148,Caldilineae,R__root;D__Bacteria;P__Chloroflexi;C__Caldilineae,1;3;25;148
317,Caldilineales,R__root;D__Bacteria;P__Chloroflexi;C__Caldilineae;O__Caldilineales,1;3;25;148;317
571,Caldilineaceae,R__root;D__Bacteria;P__Chloroflexi;C__Caldilineae;O__Caldilineales;F__Caldilineaceae,1;3;25;148;317;571
1416,Litorilinea,R__root;D__Bacteria;P__Chloroflexi;C__Caldilineae;O__Caldilineales;F__Caldilineaceae;G__Litorilinea,1;3;25;148;317;571;1416
32,Fusobacteria,R__root;D__Bacteria;P__Fusobacteria,1;3;32
164,Fusobacteriia,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia,1;3;32;164
340,Fusobacteriales,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales,1;3;32;164;340
594,Fusobacteriaceae,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;F__Fusobacteriaceae,1;3;32;164;340;594
1460,Fusobacterium,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;F__Fusobacteriaceae;G__Fusobacterium,1;3;32;164;340;594;1460
1463,Psychrilyobacter,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;F__Fusobacteriaceae;G__Psychrilyobacter,1;3;32;164;340;594;1463
595,Leptotrichiaceae,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;F__Leptotrichiaceae,1;3;32;164;340;595
1465,Leptotrichia,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;F__Leptotrichiaceae;G__Leptotrichia,1;3;32;164;340;595;1465
17,Acidobacteria,R__root;D__Bacteria;P__Acidobacteria,1;3;17
121,Holophagae,R__root;D__Bacteria;P__Acidobacteria;C__Holophagae,1;3;17;121
291,Holophagales,R__root;D__Bacteria;P__Acidobacteria;C__Holophagae;O__Holophagales,1;3;17;121;291
512,Holophagaceae,R__root;D__Bacteria;P__Acidobacteria;C__Holophagae;O__Holophagales;F__Holophagaceae,1;3;17;121;291;512
1037,Holophaga,R__root;D__Bacteria;P__Acidobacteria;C__Holophagae;O__Holophagales;F__Holophagaceae;G__Holophaga,1;3;17;121;291;512;1037
1036,Geothrix,R__root;D__Bacteria;P__Acidobacteria;C__Holophagae;O__Holophagales;F__Holophagaceae;G__Geothrix,1;3;17;121;291;512;1036
118,Acidobacteria_Gp6,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp6,1;3;17;118
287,Gp6,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp6;G__Gp6,1;3;17;118;287
116,Acidobacteria_Gp4,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp4,1;3;17;116
281,Aridibacter,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp4;G__Aridibacter,1;3;17;116;281
283,Gp4,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp4;G__Gp4,1;3;17;116;283
115,Acidobacteria_Gp3,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp3,1;3;17;115
279,Paludibaculum,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp3;G__Paludibaculum,1;3;17;115;279
106,Acidobacteria_Gp1,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp1,1;3;17;106
264,Terriglobus,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp1;G__Terriglobus,1;3;17;106;264
265,unclassified_Acidobacteria_Gp1,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp1;C1__unclassified_Acidobacteria_Gp1,1;3;17;106;265
110,Acidobacteria_Gp23,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp23,1;3;17;110
269,Gp23,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp23;G__Gp23,1;3;17;110;269
119,Acidobacteria_Gp7,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp7,1;3;17;119
288,Gp7,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp7;G__Gp7,1;3;17;119;288
117,Acidobacteria_Gp5,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp5,1;3;17;117
286,Gp5,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp5;G__Gp5,1;3;17;117;286
108,Acidobacteria_Gp21,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp21,1;3;17;108
267,Gp21,R__root;D__Bacteria;P__Acidobacteria;C__Acidobacteria_Gp21;G__Gp21,1;3;17;108;267
51,Cyanobacteria/Chloroplast,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast,1;3;51
199,Cyanobacteria,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria,1;3;51;199
455,unclassified_Cyanobacteria,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;C1__unclassified_Cyanobacteria,1;3;51;199;455
443,Family II,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;F__Family II,1;3;51;199;443
817,GpIIa,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;F__Family II;G__GpIIa,1;3;51;199;443;817
198,Chloroplast,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Chloroplast,1;3;51;198
441,Chloroplast,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Chloroplast;F__Chloroplast,1;3;51;198;441
815,unclassified_Chloroplast,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Chloroplast;F__Chloroplast;F1__unclassified_Chloroplast,1;3;51;198;441;815
35,Planctomycetes,R__root;D__Bacteria;P__Planctomycetes,1;3;35
170,Planctomycetia,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia,1;3;35;170
350,Planctomycetales,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;O__Planctomycetales,1;3;35;170;350
604,Planctomycetaceae,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;O__Planctomycetales;F__Planctomycetaceae,1;3;35;170;350;604
1496,unclassified_Planctomycetaceae,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;O__Planctomycetales;F__Planctomycetaceae;F1__unclassified_Planctomycetaceae,1;3;35;170;350;604;1496
351,unclassified_Planctomycetia,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;C1__unclassified_Planctomycetia,1;3;35;170;351
171,unclassified_Planctomycetes,R__root;D__Bacteria;P__Planctomycetes;P1__unclassified_Planctomycetes,1;3;35;171
169,Phycisphaerae,R__root;D__Bacteria;P__Planctomycetes;C__Phycisphaerae,1;3;35;169
346,Phycisphaerales,R__root;D__Bacteria;P__Planctomycetes;C__Phycisphaerae;O__Phycisphaerales,1;3;35;169;346
601,Phycisphaeraceae,R__root;D__Bacteria;P__Planctomycetes;C__Phycisphaerae;O__Phycisphaerales;F__Phycisphaeraceae,1;3;35;169;346;601
1474,Phycisphaera,R__root;D__Bacteria;P__Planctomycetes;C__Phycisphaerae;O__Phycisphaerales;F__Phycisphaeraceae;G__Phycisphaera,1;3;35;169;346;601;1474
348,unclassified_Phycisphaerae,R__root;D__Bacteria;P__Planctomycetes;C__Phycisphaerae;C1__unclassified_Phycisphaerae,1;3;35;169;348
37,Spirochaetes,R__root;D__Bacteria;P__Spirochaetes,1;3;37
180,Spirochaetia,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia,1;3;37;180
416,Spirochaetales,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales,1;3;37;180;416
787,Spirochaetaceae,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae,1;3;37;180;416;787
2541,Treponema,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae;G__Treponema,1;3;37;180;416;787;2541
2538,Salinispira,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae;G__Salinispira,1;3;37;180;416;787;2538
2540,Spirochaeta,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales;F__Spirochaetaceae;G__Spirochaeta,1;3;37;180;416;787;2540
789,unclassified_Spirochaetales,R__root;D__Bacteria;P__Spirochaetes;C__Spirochaetia;O__Spirochaetales;O1__unclassified_Spirochaetales,1;3;37;180;416;789
20,Armatimonadetes,R__root;D__Bacteria;P__Armatimonadetes,1;3;20
127,Armatimonadetes_gp2,R__root;D__Bacteria;P__Armatimonadetes;G__Armatimonadetes_gp2,1;3;20;127
133,Chthonomonadetes,R__root;D__Bacteria;P__Armatimonadetes;C__Chthonomonadetes,1;3;20;133
304,Chthonomonadales,R__root;D__Bacteria;P__Armatimonadetes;C__Chthonomonadetes;O__Chthonomonadales,1;3;20;133;304
532,Chthonomonadaceae,R__root;D__Bacteria;P__Armatimonadetes;C__Chthonomonadetes;O__Chthonomonadales;F__Chthonomonadaceae,1;3;20;133;304;532
1084,Chthonomonas/Armatimonadetes_gp3,R__root;D__Bacteria;P__Armatimonadetes;C__Chthonomonadetes;O__Chthonomonadales;F__Chthonomonadaceae;G__Chthonomonas/Armatimonadetes_gp3,1;3;20;133;304;532;1084
39,Tenericutes,R__root;D__Bacteria;P__Tenericutes,1;3;39
182,Mollicutes,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes,1;3;39;182
418,Acholeplasmatales,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Acholeplasmatales,1;3;39;182;418
791,Acholeplasmataceae,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Acholeplasmatales;F__Acholeplasmataceae,1;3;39;182;418;791
2559,Acholeplasma,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Acholeplasmatales;F__Acholeplasmataceae;G__Acholeplasma,1;3;39;182;418;791;2559
419,Anaeroplasmatales,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Anaeroplasmatales,1;3;39;182;419
792,Anaeroplasmataceae,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Anaeroplasmatales;F__Anaeroplasmataceae,1;3;39;182;419;792
2560,Anaeroplasma,R__root;D__Bacteria;P__Tenericutes;C__Mollicutes;O__Anaeroplasmatales;F__Anaeroplasmataceae;G__Anaeroplasma,1;3;39;182;419;792;2560
50,Cloacimonetes,R__root;D__Bacteria;P__Cloacimonetes,1;3;50
197,Candidatus Cloacamonas,R__root;D__Bacteria;P__Cloacimonetes;G__Candidatus Cloacamonas,1;3;50;197
28,Deinococcus-Thermus,R__root;D__Bacteria;P__Deinococcus-Thermus,1;3;28
157,Deinococci,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci,1;3;28;157
332,Deinococcales,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Deinococcales,1;3;28;157;332
587,Trueperaceae,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Deinococcales;F__Trueperaceae,1;3;28;157;332;587
1447,Truepera,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Deinococcales;F__Trueperaceae;G__Truepera,1;3;28;157;332;587;1447
333,Thermales,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Thermales,1;3;28;157;333
589,Thermaceae,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Thermales;F__Thermaceae,1;3;28;157;333;589
1452,Thermus,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Thermales;F__Thermaceae;G__Thermus,1;3;28;157;333;589;1452
53,Hydrogenedentes,R__root;D__Bacteria;P__Hydrogenedentes,1;3;53
207,Candidatus Hydrogenedens,R__root;D__Bacteria;P__Hydrogenedentes;G__Candidatus Hydrogenedens,1;3;53;207
59,Nitrospirae,R__root;D__Bacteria;P__Nitrospirae,1;3;59
213,Nitrospira,R__root;D__Bacteria;P__Nitrospirae;C__Nitrospira,1;3;59;213
469,Nitrospirales,R__root;D__Bacteria;P__Nitrospirae;C__Nitrospira;O__Nitrospirales,1;3;59;213;469
900,Nitrospiraceae,R__root;D__Bacteria;P__Nitrospirae;C__Nitrospira;O__Nitrospirales;F__Nitrospiraceae,1;3;59;213;469;900
3072,Nitrospira,R__root;D__Bacteria;P__Nitrospirae;C__Nitrospira;O__Nitrospirales;F__Nitrospiraceae;G__Nitrospira,1;3;59;213;469;900;3072
3073,Thermodesulfovibrio,R__root;D__Bacteria;P__Nitrospirae;C__Nitrospira;O__Nitrospirales;F__Nitrospiraceae;G__Thermodesulfovibrio,1;3;59;213;469;900;3073
38,Synergistetes,R__root;D__Bacteria;P__Synergistetes,1;3;38
181,Synergistia,R__root;D__Bacteria;P__Synergistetes;C__Synergistia,1;3;38;181
417,Synergistales,R__root;D__Bacteria;P__Synergistetes;C__Synergistia;O__Synergistales,1;3;38;181;417
790,Synergistaceae,R__root;D__Bacteria;P__Synergistetes;C__Synergistia;O__Synergistales;F__Synergistaceae,1;3;38;181;417;790
2552,Jonquetella,R__root;D__Bacteria;P__Synergistetes;C__Synergistia;O__Synergistales;F__Synergistaceae;G__Jonquetella,1;3;38;181;417;790;2552
54,Ignavibacteriae,R__root;D__Bacteria;P__Ignavibacteriae,1;3;54
208,Ignavibacteria,R__root;D__Bacteria;P__Ignavibacteriae;C__Ignavibacteria,1;3;54;208
467,Ignavibacteriales,R__root;D__Bacteria;P__Ignavibacteriae;C__Ignavibacteria;O__Ignavibacteriales,1;3;54;208;467
898,Ignavibacteriaceae,R__root;D__Bacteria;P__Ignavibacteriae;C__Ignavibacteria;O__Ignavibacteriales;F__Ignavibacteriaceae,1;3;54;208;467;898
3067,Ignavibacterium,R__root;D__Bacteria;P__Ignavibacteriae;C__Ignavibacteria;O__Ignavibacteriales;F__Ignavibacteriaceae;G__Ignavibacterium,1;3;54;208;467;898;3067
65,candidate division WPS-2,R__root;D__Bacteria;P__candidate division WPS-2,1;3;65
219,WPS-2_genera_incertae_sedis,R__root;D__Bacteria;P__candidate division WPS-2;G__WPS-2_genera_incertae_sedis,1;3;65;219
23,Chlamydiae,R__root;D__Bacteria;P__Chlamydiae,1;3;23
143,Chlamydiia,R__root;D__Bacteria;P__Chlamydiae;C__Chlamydiia,1;3;23;143
312,Chlamydiales,R__root;D__Bacteria;P__Chlamydiae;C__Chlamydiia;O__Chlamydiales,1;3;23;143;312
31,Fibrobacteres,R__root;D__Bacteria;P__Fibrobacteres,1;3;31
163,Chitinivibrionia,R__root;D__Bacteria;P__Fibrobacteres;C__Chitinivibrionia,1;3;31;163
339,Chitinivibrionales,R__root;D__Bacteria;P__Fibrobacteres;C__Chitinivibrionia;O__Chitinivibrionales,1;3;31;163;339
593,Chitinivibrionaceae,R__root;D__Bacteria;P__Fibrobacteres;C__Chitinivibrionia;O__Chitinivibrionales;F__Chitinivibrionaceae,1;3;31;163;339;593
1458,Chitinivibrio,R__root;D__Bacteria;P__Fibrobacteres;C__Chitinivibrionia;O__Chitinivibrionales;F__Chitinivibrionaceae;G__Chitinivibrio,1;3;31;163;339;593;1458
34,Lentisphaerae,R__root;D__Bacteria;P__Lentisphaerae,1;3;34
168,unclassified_Lentisphaerae,R__root;D__Bacteria;P__Lentisphaerae;P1__unclassified_Lentisphaerae,1;3;34;168
2,Archaea,R__root;D__Archaea,1;2
4,Crenarchaeota,R__root;D__Archaea;P__Crenarchaeota,1;2;4
68,Thermoprotei,R__root;D__Archaea;P__Crenarchaeota;C__Thermoprotei,1;2;4;68
225,Thermoproteales,R__root;D__Archaea;P__Crenarchaeota;C__Thermoprotei;O__Thermoproteales,1;2;4;68;225
479,Thermoproteaceae,R__root;D__Archaea;P__Crenarchaeota;C__Thermoprotei;O__Thermoproteales;F__Thermoproteaceae,1;2;4;68;225;479
928,Vulcanisaeta,R__root;D__Archaea;P__Crenarchaeota;C__Thermoprotei;O__Thermoproteales;F__Thermoproteaceae;G__Vulcanisaeta,1;2;4;68;225;479;928
2952,Clostridium III,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Ruminococcaceae;G__Clostridium III,1;3;52;202;459;881;2952
2964,Pseudobacteroides,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Ruminococcaceae;G__Pseudobacteroides,1;3;52;202;459;881;2964
2948,Anaerofilum,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Ruminococcaceae;G__Anaerofilum,1;3;52;202;459;881;2948
2897,Marvinbryantia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Lachnospiraceae;G__Marvinbryantia,1;3;52;202;459;874;2897
2832,Finegoldia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Finegoldia,1;3;52;202;459;862;2832
2829,Clostridium XII,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Clostridium XII,1;3;52;202;459;862;2829
2834,Helcococcus,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Helcococcus,1;3;52;202;459;862;2834
2912,Dehalobacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1;G__Dehalobacter,1;3;52;202;459;876;2912
2915,Desulfitobacterium,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 1;G__Desulfitobacterium,1;3;52;202;459;876;2915
878,Peptoniphilaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptoniphilaceae,1;3;52;202;459;878
2929,Peptoniphilus,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptoniphilaceae;G__Peptoniphilus,1;3;52;202;459;878;2929
2863,Pseudoramibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae;G__Pseudoramibacter,1;3;52;202;459;871;2863
2927,unclassified_Peptococcaceae 2,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Peptococcaceae 2;F1__unclassified_Peptococcaceae 2,1;3;52;202;459;877;2927
867,Clostridiales_Incertae Sedis XVII,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVII,1;3;52;202;459;867
2852,Sulfobacillus,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVII;G__Sulfobacillus,1;3;52;202;459;867;2852
